Title,Time,reporttype,Reviews,
Rated  for Birth Control Report,Posted 43 months ago (7/26/2017),Report,"First piece of advice, take a painkiller beforehand! I was rushing and I totally forgot, I won't make that mistake again. I won't lie, this was the most pain I have ever experienced in my life, and I consider myself as having a fairly high pain threshold. However, I haven't had kids, and the doctor said during the procedure that my womb was tilted which definitely made a difference. All was well to start with, there was the doctor and a nurse on hand, she did the first part (clamping open the cervix) with no issues. As expected this was a bit uncomfortable, kind of like someone pinching your internal organs?, and it made me feel a bit sick but nothing bad. Then she went in with the IUD and that's where the trouble started. When I had my first PAP test the nurse said I was ""small"", so I was a bit apprehensive anyway, but when the doctor said ""lets have a break for 5 minutes"" and put some numbing gel on my cervix I knew I was in for a ride... After the gel went on she went in again, it took a few goes and oh my god, the pain, I now know what the expression ""seeing stars"" means. Eventually the doctor got it in and hallejuiah it was over. They immediately took my blood pressure as it m",
Rated  for Birth Control Report,Posted 43 months ago (7/25/2017),Report,"I had the mirena placed 8 wks post having my baby girl. I was painful the insertion but i was able to drive home and the pain was mild not enough to take medication. I had not gotten my 1st period but once inserted that week i finally got it. Guess the hormones brought it down. Its 12 days and im still seeing my menstrual. Feeling a bit light headed because im prone to anemia. Ive been experiencing pelvic pain only on the right side, right leg and right buttock for about a week or more. Now im beginning to think maybe something is wrong. Will check with the Dr today. Overall i would still recommend. Its only beem about 3 weeks since insertion.",
Rated  for Birth Control Report,Posted 43 months ago (7/24/2017),Report,"I just had Mirena put in today. The procedure wasn't bad, just felt light cramping and a small pinch. I haven't had very much cramping afterwards and very light bleeding. My Dr explained to me that I could possibly bleed for 3-6 months but everyone is different. I also read a lot about Mirena before making my decision. So far so good! Its a relief knowing that I don't have to worry about missing a pill.",
Rated  for Endometriosis Report,Posted 43 months ago (7/24/2017),Report,First of all everyone's bodies are different and the side effects from medication will very. It's the chance you take. I tried birth-control pills and had the worst depression and chest pains. I stopped taking them after 1 week and was extremely upset that my body had that reaction. I then had my period for a week then off for a week then back on for a week for about a month.. it sucked. I decided to try the Mirena. I really didn't like the idea but it's better than getting pregnant at 43. I had it inserted 4 days before my period (never had kids) and it sucked. The day I was supposed to start my period I began spotting. Only enough for a panty liner. And that kind of sucked because it lasted for a month and I was crampy and bloated feeling and wanted to get it removed after 2 weeks. I told myself I'll give it a month. The day my period was supposed to start I stopped spotting and started feeling normal. I gained 1 pound in that month and don't have any side effects that I know of. Also my sex drive is still the same and I didn't tell my boyfriend about the strings and he has never mentioned anything about feeling something weird up there. I wouldn't recommend it,
Rated  for Birth Control Report,Posted 43 months ago (7/23/2017),Report,"I had my Mirena IUD inserted so that I would not get pregnant, not so that I would feel pregnant ALL. OF. THE. D***. TIME!!!! I have taken two pregnancy tests because I was so sure that I was pregnant again. Seriously. Grab a cup of tea, sit down, and get comfy.... these are my symptoms: - Worst period cramps being #3 on the worst pain I have ever felt, right behind (#1) Gallbladder stone attacks and (#2) labor. - Hair is dry, brittle, and keeps falling out (I cannot play hide and seek anymore because of the literal trail of hair) - Constantly bleeding (I live with a tampon inside me. This is what is really keeping me from getting pregnancy again) - Lowest libido I have ever had (Hubby:""Babe. You are so gorgeous... Wanna..."" Me: ""Do. Not. Come. Near. Me. Never. Nope. Not Now. Not Ever. Ew!"") - Huge mood swings (I already have depression. I do not need the new depression 3000!) - Gained 30 pounds in 3 months (At least it is an even ten each month. Thanks Mirena!) - Heartburn (Cannot bend over. Cannot eat anything delicious. It hurts to pick up my six month old) - Extreme exhaus......zzzzz..... - Constant breast tenderness (I walked around the house the other da",
Rated  for Birth Control Report,Posted 43 months ago (7/23/2017),Report,"I never review anything, however, because I almost didn't get mirena because of all the negative reviews, I thought I'd share my experience. It was inserted on day 3 of my very heavy PCOS style period. There was a slight pinch while the doctor measured my uterus, but I had zero cramping. My period stopped that night. In the couple months since, I've only had no full period, just a few days of spotting. I have not had any weight gain or negative side effects. I could not be more pleased. I wish I would've done this years ago and saved myself the pain and spontsneous heavy bleeding that comes with PCOS.",
Rated  for Endometriosis Report,Posted 43 months ago (7/21/2017),Report,"I can only give input on insertion right now. I read reviews on Mirena last night & let me tell you don't believe everything you read. There's alot of negative things said. I was scared today when I went in to get it. However it was simple & pretty much painless. I felt 2 mild cramps that weren't any worse than what I've had every month with my period. Honestly all it feels like is when you go in for a pap smear. I was instructed to take 800mg iburprofen the night before, 800mg when I woke up, & 800mg before my appointment. I haven't had any cramping other than on insertion. I'm hoping that this helps with my heavy periods & I don't have to try something else.",
Rated  for Birth Control Report,Posted 43 months ago (7/21/2017),Report,"So I love my Mirena but I know the experience can be different for everyone but this was mine. So I've never had kids and so I had to be on my period to get it inserted. When I went in the insertion was fast but it feels like the worst cramp that you have ever had. I don't recommend driving yourself to your procedure just because of the cramping right afterward. But after about 2 hours the cramping had pretty much dissipated and I was feeling much better. I have not had an issue with it yet and it has lightened and spaced my periods and I have only had for about 5 months. The downside however is although my most recent periods have only be two to three days, the cramping is worse and more concentrated than it was before my IUD (less of a throb more of a jab). That being said I still LOVE my Mirena insertion and its worth it for not having to take the pill every day.",
Rated  for Birth Control Report,Posted 43 months ago (7/20/2017),Report,I had mirena inserted this morning and I was nervous after reading the reviews. It was not bad at all. I literally felt a little pinch and a small cramp during the procedure. I've had mild cramping today but nothing serious and very light spotting...,"Placement was painful. I have every side effect (daily spotting, daily cramping, nausea, dizziness, swelling, weight gain, acne, depression, nervousness, decrease in sexual interest, etc)"
Rated  for Birth Control Report,Posted 43 months ago (7/20/2017),Report,"Placement was painful. I have every side effect (daily spotting, daily cramping, nausea, dizziness, swelling, weight gain, acne, depression, nervousness, decrease in sexual interest, etc)",
Rated  for Birth Control Report,Posted 43 months ago (7/20/2017),Report,"The Mirena IUD insertion was about an 8/10 on pain scale. After I left the procedure, I had zero pain that night and wasn't limited in any way. In the weeks following I had minor cramping. I had my period for about two straight months following insertion. I had my mirena inserted in April, and it is now mid-July. I get my period at least once month, sometimes with heavy cramping on day 1. I am hoping that my period eventually goes away like some mentioned it has. My biggest word of caution is regarding weight gain. Post insertion I have had a lot of issues maintaining my weight and not ballooning out of control. I am consistent with what I eat, and have noticed that it is extremely easy to gain weight on Mirena, and it feels like no matter what I do I gain weight. Some argue that mirena doesn't contain the hormones that cause weight gain, and I'm telling you that that's false. I'm not a doctor, but I can tell you that I changed nothing with my diet and exercise and I gained nearly 10 pounds. And, it is VERY hard to get the weight off. More difficult than it was to lose weight before I got the IUD. I'm about 3 months post insertion and my weight has leveled back out all",
Rated  for Birth Control Report,Posted 43 months ago (7/20/2017),Report,"I decided to share my experience to add a positive review about the Mirena IUD. I had my IUD inserted about a week ago. Going in for the insertion I was terrified based on all the reviews I read online referring to the pain. An hour before my appointment I took 800mg of ibuprofen, my gyno didn’t recommend anything else before the insertion. When the insertion started, I kept waiting for the worst pain of my life to come but it never did. The pain was about 4/10, but I wouldn’t even consider it pain, uncomfortable may be a better word (sharp cramping but bearable – you will survive!) before I knew it my gyno said done and I was shocked. I wasn’t on my period (so I needed to be dilated) and I was on the 3rd week of my pill pack. My gyno suggested finishing my pack, which I did. The first day I had cramping and slight bleeding which was expected but the bleeding stopped on the second day and my cramps continued here and there. Today is my second day on my period which came with no symptoms. My period is already much lighter than usual to the point that I’m only wearing panty liners (I never had very heavy periods previously and I’ve been on the pill for about 5 years before this) I’m",
Rated  for Birth Control Report,Posted 43 months ago (7/18/2017),Report,I've been on mirena for a year and 6 months I feel moody all the time I feel tired I don't feel like having sex at all I've gained weight I feel depressed and I get anxiety like crazy i get acne so the only good thing about mirena is that I'm not pregnant,
Rated  for Postcoital Contraception Report,Posted 43 months ago (7/18/2017),Report,"Well hi there friends! I have been using the Mirena IUD for five years now- I am getting it taken out and another inserted at the beginning of August. Let me tell you my PERSONAL truth about this device. While I was still younger I was still using condoms for safety, as the Mirena does NOT protect you from STIs. Once I got engaged, STIs weren't a worry for us and we no longer use them. Over the past five years, I've had so many people ask me if it was worth it. Overall, YES YES YES, it has been totally worth it. I've never given birth, so yes, the insertion process hurt quite a bit and it wasn't ""no big deal"" as some women feel it is. In saying that, I have a very small uterus and like I said I've never given birth and those are factors that play a role in whether or not it hurts a lot or a little. I've never worried if I was pregnant, I never had to remember to take a pill at the right time every day, I saved so much money on feminine hygiene products because I never had a full blown period and was very happy about that. (I did have a day of coloured discharge or very very light spotting that I count as my ""period"".) The menstrual cramps were absolutely still present. I",
Rated  for Birth Control Report,Posted 43 months ago (7/18/2017),Report,"The insertion was simple, I had no spotting or bleeding since I got it in about three weeks ago.!! I love it I am really looking forward to not having to worry about taking a pill every day. And it is agreeing with my body great.",
Rated  for Birth Control Report,Posted 43 months ago (7/17/2017),Report,"I am 25 with one child. Got the mirena inserted 7 months ago. The insertion was slightly painful as they had a lot of trouble getting my cervix to open enough to put it in and I experienced cramping for a few days. Had lighter periods for the first 3 months and only occasionally spotting from there on. No effect on my sex drive. However, I did experience weight gain with it! When I had it inserted earlier this year I was 20 pounds lighter. I am a very active person and eat fairly healthy so I know its not from that. But, it's a great BC otherwise as you don't really have to worry about taking a pill everyday and it lasts for a long time.",
Rated  for Birth Control Report,Posted 43 months ago (7/15/2017),Report,"I tried Mirena back in 2007, after 1yr of having my daughter. It fell out of place then. I am 29 and I have it another chance after experiencing horrible side effects from Blisovi24 BC pills. I got it placed 3/2017. Insertion was painful. I was on pain pills for a week, and I have a high tolerance for pain. Almost immediately, period gone completely with no spotting. I often get cramping and since have gained 20lbs. Family have asked if I am pregnant, because the bloat is serious. I am getting it removed because it swells my feet, gained weight, hair loss (even cut my hair), and cramping+bloating. However, it is super effective in preventing pregnancy. Also been told that after removal, it take a long time to be able to get pregnant. I hate periods but it's a normal process of life, plus how else are you to know that you are pregnant?? I hate the foreign objected feeling in my pelvic area, constant cramping as well. I tried all birth controls except the norplant and shot. Think I will just go without, because they ALL give me side effects that are undesirable.",
Rated  for Birth Control Report,Posted 43 months ago (7/15/2017),Report,"After having used depo provera for 8 years I decided to try Mirena. I can't comment on the long term effects as I only had mine put in one day ago. The procedure was excruciatingly painful and I felt nauseous and dizzy after. I spent the rest of the day in bed unable to move from the agony, couldn't even eat or drink I felt so ill. Was an absolutely horrible experience and I think people should be prepared for the pain and shock your body will go into after having this done.",
Rated  for Birth Control Report,Posted 43 months ago (7/14/2017),Report,"I had the mirena inserted in 2011 about 2 months after I had gave birth to my 2nd child. My friend also got the mirena and warned me about weight gain. I actually lost weight while I had the mirena but I was really concerned that I was becoming moody because of the hormones. The plus is that my periods vanished so I was pleased, but bc of concerns of moodiness, I removed it in 2014 and switched to the copper IUD. When I took the mirena out I bled like I was dying. I had clotting the size of golf balls and I would bleed heavy for 7-9 days length of periods. It was horrible. Still with the copper IUD my period cycles were so heavy I would wear a tampon with pads meant for bladder control issues- regular pads were not cutting it. I would have to change every two hours. Then I became severely anemic. Hemoglobin dropped to a 6. Started taking iron went up to an 8, but still the periods weee causing me to get yeast infections bc i was losing too much blood. In 2017, I took the copper IUD out and put the mirena back in. Looking forward to lighter and non existent periods again to counteract against all the turmoil I've been experiencing the past three years.",
Rated  for Birth Control Report,Posted 43 months ago (7/14/2017),Report,"I waited for months to get the Mirena because after reading all the reviews about the insertion process I was super scared. I finally sucked it up and did it. I did not take ibuprofen before insertion, but I did take some after to help with the cramps. And btw the insertion isn't as bad as most of these reviews state. Yes you experience a big menstrual cramp, but it's seriously over in two seconds. It's not comfortable, but it's not horrible. Basically the way I view it is suck it up for two seconds and don't deal with pills or shots for 5 whole years. So worth the cramps. I did have cramping for probably 4 hours fmafter insertion, but nothing crazy. Just regular menstrual cramps. Don't be scared. Trust me you'll make it through and you'll be super happy you did. 5 years of birth control freedom.",
Rated  for Birth Control Report,Posted 43 months ago (7/13/2017),Report,Ive been using mirena for the past year and 6 months now it's been working but I get a lot of acne and I've gained 30 lbs I'm moody all the time I'm not pregnant so that's good,
Rated  for Birth Control Report,Posted 43 months ago (7/11/2017),Report,I had Mirena inserted today. I have never had to experience menstrual cramps but they said it's feel like that. I think measuring the cervix was the most painful part. I forgot to breathe which made it worse so when they reminded to breathe I felt better. It is super crappy however before I switched to this I had been getting the Nexplanon for years (they cut open your arm about an inch and insert a tiny little plastic rod about one inch long as well) considering having to get the shot to numb it and the weeks of bruising I'm happy with the process of getting Mirena. Overall pain level for me 5/10,
Rated  for Birth Control Report,Posted 43 months ago (7/10/2017),Report,I had Mirena implanted in March of 2016. The positives hardly no period at all and no worry about becoming pregnant. Unfortunately the negative side effects have over taken the positives and I will be having it taken out next week. July of 2017. I have had major weight gain the month I had it put in I weighed 121 lbs I am now at 150. The headaches are unbearable and over the past six months have noticed a lot of hair loss. None of these things are worth it to me.,
Rated  for Endometriosis Report,Posted 43 months ago (7/9/2017),Report,This is the second time I have had a Mirena inserted. I had the first one for five years found it completely stopped the pain I had been experiencing from endometriosis. The insertion was relatively painless. After the initial couple of months any spitting/ bleeding stopped. I would definitely recommend this device.,
Rated  for Birth Control Report,Posted 43 months ago (7/8/2017),Report,"I really really love this IUD. I could never take the pill because I have Generalized Anxiety Disorder and the hormone change would cause me to have crazy panic attacks. This IUD has really low and concentrated amount of hormones that doesn't affect me at all. There is the paragard that has no hormones, but if you're like me and regularly have an extremely heavy flow, I'd get this. Paragard can make your flow a lot worse. I got this about 4 months ago, insertion is different for everyone but for me it was painless. I only felt mild pressure. You might want to take the next couple of days off though because whew! The cramps from it settling kept me in bed for 2 days straight. Then on and off cramping (not as bad) for about a month. After that first month, my periods have been extremely light, I can wear a panty liner the whole time! Very effective birth control! I would definitely recommend to women trying to not have babies or even make their period lighter. Also, I've never had kids if that helps influence your decision :)",
Rated  for Birth Control Report,Posted 44 months ago (7/8/2017),Report,I love it. At first it hurt to have sec but know I don't feel it at all. I would definitely recommend this.,
Rated  for Birth Control Report,Posted 44 months ago (7/8/2017),Report,"For a 26 year old with no kids, getting this device inserted was the worst experience ever. It took 2 doctors visits, and a pill to make me ovulation before the doctor could get it in. I was in pain for 2 weeks ( no exaggeration ). And .... my favorite part.... I gained almost 20lbs in 5 months. It's only been 5 months. Not happy at all. I will be getting in removed. Next week.",
Rated  for Endometriosis Report,Posted 44 months ago (7/5/2017),Report,"I had Mirena inserted two months ago. I have been bleeding continuously since then, though it is not as painful as before. I would rather the bleeding than the pain I used to go through.",
Rated  for Birth Control Report,Posted 44 months ago (7/3/2017),Report,I've gotten the Mirena IUD placed in October 2016 after giving birth to my second child. They placed it in after my delivery so I didn't feel any pain besides the pain I was already in from natural child birth. After a few months with this is I became very depressed. I'm always irritated and I cry for no reason at all as if I was a hormonal pregnant woman again. I have been suffering a lot of major cramping and pelvic pains. My relationship has been on the rocks from all my mood swings that I can't explain to him. My sex drive is normal but sometimes sexual intimacy creates more pelvic pain and severe cramping. I've had it for 9 months so far and I'm finally making an appointment to have it removed. The pain and mood swings are not worth it for me. I don't recommend this drug to anyone else.,"I have had the mirena in for almost a year now and it has to be the best decision I have made. I have had no prior children and have a pretty low tolerance but the insertion took no more than 5 seconds of a tough cramp and a Motrin. For the first couple of months my period continued but since the 6 month mark I haven't gotten my period. Being a college student I love not having to worry about a daily dose or monthly shot. The only bad thing about mirena is that when I did have my period I had cramps. But that stops when my period did. Now I have no period , an effective birth control, and no worries or discomfort. I would prescribe it to anyone looking for the best birth control option."
Rated  for Birth Control Report,Posted 44 months ago (7/2/2017),Report,"I have had the mirena in for almost a year now and it has to be the best decision I have made. I have had no prior children and have a pretty low tolerance but the insertion took no more than 5 seconds of a tough cramp and a Motrin. For the first couple of months my period continued but since the 6 month mark I haven't gotten my period. Being a college student I love not having to worry about a daily dose or monthly shot. The only bad thing about mirena is that when I did have my period I had cramps. But that stops when my period did. Now I have no period , an effective birth control, and no worries or discomfort. I would prescribe it to anyone looking for the best birth control option.",
Rated  for Contraception Report,Posted 44 months ago (6/30/2017),Report,"I had my Mirena inserted on 4/21/2017, just over 2 months ago. My experience getting it inserted was good, even though I was quite nervous from hearing some bad stories. Here's a breakdown of my experience: Insertion The most painful part was when they were measuring my uterus. My gynecologist had a long, thin, ruler-type thing that she had to move around inside my uterus to measure it for the insertion. I had one sharp, quick pain from like, like a needle prick. Then she put in a cervix clamp to hold open my cervix so that she could get the IUD in. I'm 31 and have no children so my cervix is not very open. The clamp to me felt like when your cervix is swabbed for a Pap smear, so it was uncomfortable but not painful. Then the clamp fell off (my strong cervix!) and had to be re-clamped. Then she tried to put in the IUD and the opening wasn't big enough for it to go through. That was also uncomfortable and mildly painful, I could feel the poking/pushing against my cervix. She put on another clamp to open up my cervix more and again tried to put in the IUD, felt more poking/pressure and then felt it go into the uterus. There was a bit of a sharp pain again, very fleeting though. E",
Rated  for Endometriosis Report,Posted 44 months ago (6/30/2017),Report,"After 4 years of painful periods, i finally went to my doctor and we decided to give this a try. I have numerous fibroids with the largest being 4cm. This did make it a bit trickier but my dr was fabulous. It was no more uncomfortable than a pap test to have implanted although i have had two children. My youngest born in 1996. I did choose to do a biopsy while i was there since it was recommended. Im 47. It wasnt that bad either. I am perimenopausal and suffer from occasional night sweats but its mostly the heavy and painful periods that prompted me towards this option. I had about 2 days of spotting that was very likely attributed to the biopsy. I had a bit of cramping and lower back pain for about 2 days. Biopsys can cause lower back pain as well. Nothing that advil didnt fix ( i forgot to take it before my appointment. Whups) and absolutely nowhere near the pain i experience on day 3,4 and 5 of my cycle. I took the afternoon off work (desk job) but i could have easily returned to work immediately after. I cant say i had any side effects with acne etc but i am prone to minor breakouts normally. That has not improved nor gotten worse. For me, it has stopped my p",
Rated  for Birth Control Report,Posted 44 months ago (6/29/2017),Report,"I just got the IUD inserted this afternoon. I'm 21 and I've never had a child. I read all of the reviews and psyched myself up because all the reviews said it was terrible... I'm not going to lie, it hurts. I have a very high pain tolerance, and it definitely hurt. When I say hurt, I mean cramping, a lot of cramping. During the measuring of the cervix and the actual insertion of the IUD. After it's all done, it's still painful, but not as bad. My ride home wasn't fun, I would describe them as very bad menstural cramps.. I was dizzy and felt very nauseous. But now, it's been about an hour and I feel a lot better. Still cramping, but manageable. I would recommend taking the rest of the day to relax. I would definitely recommend this to someone looking for another form of BC. I hope this helps!",
Rated  for Birth Control Report,Posted 44 months ago (6/29/2017),Report,"I had the Miranda inserted after my third boy was born. Five years later I had another one put in and kept it in for two more years. It was great not having a period but the migraines that I had were horrid. Almost every other week towards the last! Finally after having a migraine for 2 weeks I became desperate and had it removed! Within a week my migraine was gone and to this day, (1 year later) I am migraine free! Also, we have tried to have another baby now for almost a year and I cannot conceive, whereas before I would get pregnant almost as soon as we started trying for a baby! Very grieving to me! I feel a lot more like a woman without having the Miranda! It was nice not having to worry about birth control for those 7 years but I regret it now! (And I did not enjoy the headaches!)",
Rated  for Birth Control Report,Posted 44 months ago (6/28/2017),Report,"It is going to make 2 years in July that I have the Mirena in. The first 6-12 months I experienced long heavy ""periods"". I would say for the first 6 months I bled for 3 out of 4 weeks. 1 week heavy and the other 2 weeks i would spot. This obviously made it nearly impossible to be comfortable but I dealt with it. As of the past 6 months my period is now ""normal"". just longer than it was before I had mirena. Which is weird because the mirena is supposed to decrease periods...anyway, this month I haven't gotten a period at all. But during the week I should have gotten my period i did experience premenstrual symptoms....I'm not sure what to expect moving forward but Ive just been observing myself month to month. I plan to just leave it in since it is so convenient. Im 25 with a 2 year old and am not planning for another kid any time soon. I haven't really had any other symptoms other than the bleeding. my ph balance definitely got out of wack since I had it placed and that was a bad experience. Its under control now but I have to take certain measures when I never had to worry about my ph before. I am curious if the mirena causes food cravings in me because i feel it does. Some",
Rated  for Endometriosis Report,Posted 44 months ago (6/28/2017),Report,"I put off getting this for two years because I was mostly scared of the procedure itself. I'm 46 and have terrible PMS and then terrible periods. My Dr recommended this to stop all of that. She said that getting it done on your period is better. So when I started that got me in the same day. I took 600 mg of ibuprofen before. I was so scared and while sitting there waiting for the terrible pain and discomfort to come she said ok we're done. Literally less than a minute. I had very little discomfort, a little pressure and cramp, but nothing worse than the terrible cramps I get from my period. I just got it so I'll see how well it works for what I got it for.",
Rated  for Contraception Report,Posted 44 months ago (6/28/2017),Report,"I had been on the birth control pill for many years. Unfortunately I have been experiencing premenopausal symptoms for the last few years. I have been doing my own research to help alleviate night sweats, hot flashes and more importantly extremely heavy bleeding. My periods would last at least 7 days and super plus tampons and a pad would not be enough. I couldn't take it any longer. I had Mirena placed April 2017 and it didn't hurt at all like some reviews suggest. I do have a high tolerance for pain but it should not be a reason not to get it. A few pinches and it's over in minutes. No cramping after either. I did spot off and on until last week wearing only panty liners (huge difference to what I was experiencing). My doctor told me give it 3 months and it should stop bleeding. I am so happy! Hope this is it for no more periods! I would definitely recommend this to anyone.",
Rated  for Birth Control Report,Posted 44 months ago (6/28/2017),Report,"So I had Mirena implanted 3 months ago, and the implantation process was mildly uncomfortable. I don't think I was fully relaxed, but for those who've had it, it's very similar to a PAP smear process. It was quick and done with it. I immediately experienced cramps after it was implanted, (I forgot to take some Tylenol beforehand.) So far, I have been bleeding lightly most days since I had it implanted. There have been a couple days of discharge in between, but then the bleeding picks back up. I don't mind too much since I had/have a newborn to tend to. My only real negative experience is that it KILLED my sex drive. It definitely works as a birth control because I have no desire to have sex with anyone ever, which is very uncharacteristic. It's putting a mild strain on my relationship, so I will switching to something (anything) else.",
Rated  for Endometriosis Report,Posted 44 months ago (6/28/2017),Report,I am taking Mirena for pre menopause heavy bleeding. The insertion was fine. Way less painful than my periods. The first 2-4 weeks l bled a lot. Then I had about 5 months of spotting. The last month I have had cramping and a steady flow. Still not as bad as it was before but I was told I probably would just have spotting once it was installed. I was very happy with it until this month. I hope this is a random phase.,
Rated  for Birth Control Report,Posted 44 months ago (6/27/2017),Report,"I also wanted to be another person to help alleviate the terror after reading some other people's unfortunate reactions to the mirena. The insertion didn't hurt at all for me, I experienced no cramping, just some discomfort",
Rated  for Birth Control Report,Posted 44 months ago (6/26/2017),Report,"The day of inserting Mirena I had no issues for the first couple hours. However, within hour 5 I have serious cramps and light bleeding. Fast forward to a week later....I am in so much pain. Medication such as Aleve and Ibprofen does not help the pain. Don't recommend this AT ALL",
Rated  for Endometriosis Report,Posted 44 months ago (6/25/2017),Report,"It was recommended that I try this IUD for my heavy bleeding by my doctor. I stopped taking the pills years ago as they would deliver side effects. When I started taking them, I would bleed for days past my normal period. Then when I got off the birth control pills, I bled for about 3 weeks straight and I finally said that this was it for the birth control pills. Within the last six months I started heavy bleeding having to go through hygiene products every two hours. I was afraid I was just going to bleed all over myself. In addition, I started breaking out with little pimples on my face and chest that were painful after having clear skin for quite a while. This was my hormones out of balance and I knew I had to do something. I had the mirena inserted earlier this month almost 4 weeks ago and it appears to be doing well. My acne has cleared up and no painful pimples this time. I think this may be a good choice for me to reverse my hormonal imbalance. I had slight bleeding after insertion and a lighter but longer period that I think may be coming into balance. But, I can say that certain birth control methods act on a persons current hormonal balance and everyone is different. Al",
Rated  for Birth Control Report,Posted 44 months ago (6/24/2017),Report,I begin reading reviews on Mirena two days before I received it . The insertion hurts really bad do not let plp lie to you and say it doesn't . It feels like a three really bad cramps but it goes fast so it's bareable . I have been cramping since it was inserted . I still think it's worth cramping for two days to have birth control for 5 years ! It definitely hurts but if you cramp on your period it's the same !,
Rated  for Birth Control Report,Posted 44 months ago (6/23/2017),Report,"i got mirena about a week ago, since I've never had children it was extremely painful to have inserted. And I had to be on my period. So that made it that much more uncomfortable. and I've been on my period for about 10 days now. So even though you don't have to take a pill every day your underwear are getting ruined every day and it really sucks",
Rated  for Contraception Report,Posted 44 months ago (6/21/2017),Report,"After reading other women's horror stories I felt compelled to write my own review of Mirena. I am 30 years old and have a 3 year old son. My husband and I have decided to not expand our family. I set up an appointment with the NP that works in the women's health clinic I am employed at to discuss various birth control options. We decided that Mirena would be the best fit for me considering I have heavy periods that are extremely painful. She wanted to wait until I was on my menstrual cycle to insert the Mirena. I also was due for a pap smear so I scheduled both on the same day. She prescribed me 3 Cytotec pills that I took 8 hours before my appointment and I also took some Ibuprofen about 30 minutes prior to my appointment. Not going to lie I think I freaked myself out by reading too many reviews of women who experienced pain and side effects. Even a few girls in the office said it was the worst pain they have ever endured. You can imagine how I was when I showed up to my appointment. I was shaking and scared out of my mind, sure that I was about to experience the worst pain of my life. I laid down on the table and she began my pap no big deal. Then she told me she was going to be",
Rated  for Birth Control Report,Posted 44 months ago (6/21/2017),Report,"I just wanted to add my review of the insertion process thus far. I had it inserted on Monday. Reading all of the reviews had me quite nervous about the paid associated with it. But I honestly didn't feel a thing. It hurt less than getting my Depo shot. Just VERY mild pressure in the prepping phase and I felt nothing during the actual insertion. I had to ask if she was done or not. I had mild cramping and light bleeding after from the insertion but today (Wednesday) it has all subsided. I mowed my lawn and walked my dogs in the hour following my appointment. I have had a child almost 4 year ago and I took Tylenol prior to my visit as suggested by some one here. I was on the Depo for one year prior to deciding to try the Mirena. I haven't had a period in year with the depo, so I am hoping the Mirena will just keep on up with the no period thing. I will be back to review again in few months :) but so far so good!",
Rated  for Birth Control Report,Posted 44 months ago (6/20/2017),Report,"So I got the paragaurd, and getting it put in didnt hurt; it was just uncomfortable. After the insertion came some pretty reckless cramps. Remember, everyone is different. Dont go by all of tbe reviews. Most people only review when they have a bad experience.",
Rated  for Endometriosis Report,Posted 44 months ago (6/20/2017),Report,I had the Mirena inserted after heavy periods. I had it put in mid April and had been bleeding for several week after. I was light headed. I had my follow up appointment with my doctor after 4 weeks and she asked if I had used any ibuprofen. I said I had not because I did not have cramps. She said in her experience the women that have had prolonged bleeding after insertion are experiencing inflammation in the uterus. She said to take 2-200mg ibuprofen every 6 hours for 5-7 days. The bleeding slowed after two days and has stopped after 7. I had read all the reviews on several web sites and was very discouraged by the prolonged bleeding. I promised myself that if had not stopped by the end of June it was coming out. Thankfully it seems to be all good now! Hope this helped someone,
Rated  for Birth Control Report,Posted 44 months ago (6/18/2017),Report,"I went in to get a consultation to talk about getting an IUD or maybe another option that would suit me better. I really wasn't expecting them to be able to do the procedure same day. I decided to go with it in hopes that my periods would disappear and my roommate had a very good experience using it. The insertion process was extremely painful. My cervix is small or wouldn't open so they had the clamps in to open it up for almost five minutes. I never said to stop but it felt like a stabbing pain and I was asked several times if they were okay to proceed because it was taking so long. I've now heard they normally do it while you are on your period and also give a pain reliever beforehand which would have helped the process. Once it was over I had very mild cramping the rest of the day. I'm now on month 7 of using Mirena. This is obviously very effective but it came at a cost to me. For the first four months I experienced extreme mood swings, cramping like never before, and bleeding that lasts up to 3 weeks. I'm still giving it a chance because the past few months seem to have gotten a little better aside from the worst PMS I've ever experienced last month (I felt like",I've only had mirena one week (6/12/2017) so I can only comment on insertion and one week. I will pay again later for an update. I've had 2 children vaginally (2nd was no drugs and almost 10lbs). The insertion was quite painful for me and worse than a pap smear. It could be because I was expecting no pain. I thought maybe it could have been technique. I had no local and when I was asked to cough it was a searing pain. Then major cramping right after. Immediately after i had a lot of bright red bleeding. By the time I was in my car 10 mins later the cramps felt like contractions and literally came every 3-5 mins apart. I felt most of it on the left. I really thought maybe one of the arms didn't extend up all the way and was stuck down on either the wall of my uterus or it was tilted. When I got home (thought I'd pass out in the car and I have a really high pain tolerance ...or used to apparently ) I decided to do a handstand to see if gravity would being it to the top of my uterus. I also hung upside down with my body on the bed and my shoulders on the floor. Immediately the pain subsided. The rest of the evening it was just cramping and felt equal on both sides. The bleeding st
